,mahalle,sokak,yil,rayic
0,(HACIHÜSREV) İSTİKLAL MAH.,AKDENİZ SOKAĞI,2020,1109.24
1,(HACIHÜSREV) İSTİKLAL MAH.,ALİ KABULİ CADDESİ,2020,1569.87
2,(HACIHÜSREV) İSTİKLAL MAH.,ARALIK ÇIKMAZI,2020,1109.24
3,(HACIHÜSREV) İSTİKLAL MAH.,ARAPZADE DERGAHI SOKAĞI,2020,1109.24
4,(HACIHÜSREV) İSTİKLAL MAH.,AY SOKAĞI,2020,1109.24
5,(HACIHÜSREV) İSTİKLAL MAH.,BAHÇE SOKAĞI,2020,1109.24
6,(HACIHÜSREV) İSTİKLAL MAH.,BAKKALİYE SOKAĞI,2020,1109.24
7,(HACIHÜSREV) İSTİKLAL MAH.,BARUTHANE DERESİ SOKAĞI,2020,6489.9
8,(HACIHÜSREV) İSTİKLAL MAH.,BARUTHANE SOKAĞI,2020,1109.24
9,(HACIHÜSREV) İSTİKLAL MAH.,BÜYÜK YOKUŞU,2020,1109.24
10,(HACIHÜSREV) İSTİKLAL MAH.,CANAN SOKAĞI,2020,1109.24
11,(HACIHÜSREV) İSTİKLAL MAH.,CENDERE SOKAĞI,2020,1109.24
12,(HACIHÜSREV) İSTİKLAL MAH.,ÇAVUŞ SOKAĞI,2020,1109.24
13,(HACIHÜSREV) İSTİKLAL MAH.,ÇEŞMELİ SOKAĞI,2020,1109.24
14,(HACIHÜSREV) İSTİKLAL MAH.,DARBUKA SOKAĞI,2020,1109.24
15,(HACIHÜSREV) İSTİKLAL MAH.,DEDE SOKAĞI,2020,1109.24
16,(HACIHÜSREV) İSTİKLAL MAH.,DERE BOSTANI SOKAĞI,2020,1109.24
17,(HACIHÜSREV) İSTİKLAL MAH.,DERYA BEYİ SOKAĞI,2020,1109.24
18,(HACIHÜSREV) İSTİKLAL MAH.,DİKBAYIR SOKAĞI,2020,1109.24
19,(HACIHÜSREV) İSTİKLAL MAH.,DOST SOKAĞI,2020,1109.24
20,(HACIHÜSREV) İSTİKLAL MAH.,ERENLER ÇIKMAZI,2020,1109.24
21,(HACIHÜSREV) İSTİKLAL MAH.,FESCİ YOKUŞU,2020,1109.24
22,(HACIHÜSREV) İSTİKLAL MAH.,GÖRELE ÇIKMAZI,2020,1109.24
23,(HACIHÜSREV) İSTİKLAL MAH.,GÜLAĞA SOKAĞI,2020,1109.24
24,(HACIHÜSREV) İSTİKLAL MAH.,HACI HÜSREV CADDESİ,2020,1569.87
25,(HACIHÜSREV) İSTİKLAL MAH.,HACI HÜSREV KÖPRÜSÜ SOKAĞI,2020,1109.24
26,(HACIHÜSREV) İSTİKLAL MAH.,HAFİK SOKAĞI,2020,1109.24
27,(HACIHÜSREV) İSTİKLAL MAH.,HİLAL ÇIKMAZI,2020,1109.24
28,(HACIHÜSREV) İSTİKLAL MAH.,HOCA SOKAĞI,2020,1109.24
29,(HACIHÜSREV) İSTİKLAL MAH.,İBN-İ SİNA SOKAĞI,2020,1109.24
30,(HACIHÜSREV) İSTİKLAL MAH.,İLHAM SOKAĞI,2020,1109.24
31,(HACIHÜSREV) İSTİKLAL MAH.,İMAM BAHÇE SOKAĞI,2020,1109.24
32,(HACIHÜSREV) İSTİKLAL MAH.,İMAM HÜSREV SOKAĞI,2020,1109.24
33,(HACIHÜSREV) İSTİKLAL MAH.,İPLİKÇİ FIRIN ÇIKMAZI,2020,1109.24
34,(HACIHÜSREV) İSTİKLAL MAH.,İPLİKÇİ FIRINI CADDESİ,2020,1569.87
35,(HACIHÜSREV) İSTİKLAL MAH.,KADİR EFENDİ SOKAĞI,2020,1109.24
36,(HACIHÜSREV) İSTİKLAL MAH.,KAN KARDEŞİ ÇIKMAZI,2020,1109.24
37,(HACIHÜSREV) İSTİKLAL MAH.,KAN KARDEŞİ SOKAĞI,2020,1109.24
38,(HACIHÜSREV) İSTİKLAL MAH.,KARANFİL SOKAĞI,2020,1109.24
39,(HACIHÜSREV) İSTİKLAL MAH.,KOLAN SOKAĞI,2020,1109.24
40,(HACIHÜSREV) İSTİKLAL MAH.,KURTULUŞ DERESİ CADDESİ,2020,6594.47
41,(HACIHÜSREV) İSTİKLAL MAH.,MAHİR SOKAĞI,2020,1109.24
42,(HACIHÜSREV) İSTİKLAL MAH.,MAHMUDİYE CAMİİ SOKAĞI,2020,1109.24
43,(HACIHÜSREV) İSTİKLAL MAH.,MAHMUTAĞA SOKAĞI,2020,1569.87
44,(HACIHÜSREV) İSTİKLAL MAH.,MERTEK SOKAĞI,2020,1109.24
45,(HACIHÜSREV) İSTİKLAL MAH.,MUHSİN ÇIKMAZI,2020,1109.24
46,(HACIHÜSREV) İSTİKLAL MAH.,ÖKSÜZ SOKAĞI,2020,1109.24
47,(HACIHÜSREV) İSTİKLAL MAH.,PAŞA SOKAĞI,2020,1109.24
48,(HACIHÜSREV) İSTİKLAL MAH.,PAŞALI HASAN SOKAĞI,2020,1109.24
49,(HACIHÜSREV) İSTİKLAL MAH.,PİYALEPAŞA BULVARI,2020,6489.9
50,(HACIHÜSREV) İSTİKLAL MAH.,POLAT ARALIĞI,2020,5233.75
51,(HACIHÜSREV) İSTİKLAL MAH.,POLAT SOKAĞI,2020,6489.9
52,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF CAMİİ SOKAĞI,2020,1109.24
53,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF ÇEŞMESİ SOKAĞI,2020,1109.24
54,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF KUYUSU SOKAĞI,2020,1109.24
55,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF MEZARLIĞI SOKAĞI,2020,1109.24
56,(HACIHÜSREV) İSTİKLAL MAH.,SAKIZ AĞACI SOKAĞI,2020,1109.24
57,(HACIHÜSREV) İSTİKLAL MAH.,SEBİLCİ SOKAĞI,2020,1109.24
58,(HACIHÜSREV) İSTİKLAL MAH.,SIHHAT SOKAĞI,2020,1109.24
59,(HACIHÜSREV) İSTİKLAL MAH.,ŞAHİNİM SOKAĞI,2020,1109.24
60,(HACIHÜSREV) İSTİKLAL MAH.,ŞEN KANARYA SOKAĞI,2020,1109.24
61,(HACIHÜSREV) İSTİKLAL MAH.,TAŞKÖPRÜ SOKAĞI,2020,6489.9
62,(HACIHÜSREV) İSTİKLAL MAH.,UYSAL SOKAĞI,2020,1109.24
63,(HACIHÜSREV) İSTİKLAL MAH.,YENİ İSHAK SOKAĞI,2020,1109.24
64,(HACIHÜSREV) İSTİKLAL MAH.,YİĞİDO ÇIKMAZI,2020,1109.24
65,(HACIHÜSREV) İSTİKLAL MAH.,YÜREK ÇIKMAZI,2020,1109.24
66,(HACIHÜSREV) İSTİKLAL MAH.,AKDENİZ SOKAĞI,2019,996.71
67,(HACIHÜSREV) İSTİKLAL MAH.,ALİ KABULİ CADDESİ,2019,1410.61
68,(HACIHÜSREV) İSTİKLAL MAH.,ARALIK ÇIKMAZI,2019,996.71
69,(HACIHÜSREV) İSTİKLAL MAH.,ARAPZADE DERGAHI SOKAĞI,2019,996.71
70,(HACIHÜSREV) İSTİKLAL MAH.,AY SOKAĞI,2019,996.71
71,(HACIHÜSREV) İSTİKLAL MAH.,BAHÇE SOKAĞI,2019,996.71
72,(HACIHÜSREV) İSTİKLAL MAH.,BAKKALİYE SOKAĞI,2019,996.71
73,(HACIHÜSREV) İSTİKLAL MAH.,BARUTHANE DERESİ SOKAĞI,2019,5831.52
74,(HACIHÜSREV) İSTİKLAL MAH.,BARUTHANE SOKAĞI,2019,996.71
75,(HACIHÜSREV) İSTİKLAL MAH.,BÜYÜK YOKUŞU,2019,996.71
76,(HACIHÜSREV) İSTİKLAL MAH.,CANAN SOKAĞI,2019,996.71
77,(HACIHÜSREV) İSTİKLAL MAH.,CENDERE SOKAĞI,2019,996.71
78,(HACIHÜSREV) İSTİKLAL MAH.,ÇAVUŞ SOKAĞI,2019,996.71
79,(HACIHÜSREV) İSTİKLAL MAH.,ÇEŞMELİ SOKAĞI,2019,996.71
80,(HACIHÜSREV) İSTİKLAL MAH.,DARBUKA SOKAĞI,2019,996.71
81,(HACIHÜSREV) İSTİKLAL MAH.,DEDE SOKAĞI,2019,996.71
82,(HACIHÜSREV) İSTİKLAL MAH.,DERE BOSTANI SOKAĞI,2019,996.71
83,(HACIHÜSREV) İSTİKLAL MAH.,DERYA BEYİ SOKAĞI,2019,996.71
84,(HACIHÜSREV) İSTİKLAL MAH.,DİKBAYIR SOKAĞI,2019,996.71
85,(HACIHÜSREV) İSTİKLAL MAH.,DOST SOKAĞI,2019,996.71
86,(HACIHÜSREV) İSTİKLAL MAH.,ERENLER ÇIKMAZI,2019,996.71
87,(HACIHÜSREV) İSTİKLAL MAH.,FESCİ YOKUŞU,2019,996.71
88,(HACIHÜSREV) İSTİKLAL MAH.,GÖRELE ÇIKMAZI,2019,996.71
89,(HACIHÜSREV) İSTİKLAL MAH.,GÜLAĞA SOKAĞI,2019,996.71
90,(HACIHÜSREV) İSTİKLAL MAH.,HACI HÜSREV CADDESİ,2019,1410.61
91,(HACIHÜSREV) İSTİKLAL MAH.,HACI HÜSREV KÖPRÜSÜ SOKAĞI,2019,996.71
92,(HACIHÜSREV) İSTİKLAL MAH.,HAFİK SOKAĞI,2019,996.71
93,(HACIHÜSREV) İSTİKLAL MAH.,HİLAL ÇIKMAZI,2019,996.71
94,(HACIHÜSREV) İSTİKLAL MAH.,HOCA SOKAĞI,2019,996.71
95,(HACIHÜSREV) İSTİKLAL MAH.,İBN-İ SİNA SOKAĞI,2019,996.71
96,(HACIHÜSREV) İSTİKLAL MAH.,İLHAM SOKAĞI,2019,996.71
97,(HACIHÜSREV) İSTİKLAL MAH.,İMAM BAHÇE SOKAĞI,2019,996.71
98,(HACIHÜSREV) İSTİKLAL MAH.,İMAM HÜSREV SOKAĞI,2019,996.71
99,(HACIHÜSREV) İSTİKLAL MAH.,İPLİKÇİ FIRIN ÇIKMAZI,2019,996.71
100,(HACIHÜSREV) İSTİKLAL MAH.,İPLİKÇİ FIRINI CADDESİ,2019,1410.61
101,(HACIHÜSREV) İSTİKLAL MAH.,KADİR EFENDİ SOKAĞI,2019,996.71
102,(HACIHÜSREV) İSTİKLAL MAH.,KAN KARDEŞİ ÇIKMAZI,2019,996.71
103,(HACIHÜSREV) İSTİKLAL MAH.,KAN KARDEŞİ SOKAĞI,2019,996.71
104,(HACIHÜSREV) İSTİKLAL MAH.,KARANFİL SOKAĞI,2019,996.71
105,(HACIHÜSREV) İSTİKLAL MAH.,KOLAN SOKAĞI,2019,996.71
106,(HACIHÜSREV) İSTİKLAL MAH.,KURTULUŞ DERESİ CADDESİ,2019,5925.48
107,(HACIHÜSREV) İSTİKLAL MAH.,MAHİR SOKAĞI,2019,996.71
108,(HACIHÜSREV) İSTİKLAL MAH.,MAHMUDİYE CAMİİ SOKAĞI,2019,996.71
109,(HACIHÜSREV) İSTİKLAL MAH.,MAHMUTAĞA SOKAĞI,2019,1410.61
110,(HACIHÜSREV) İSTİKLAL MAH.,MERTEK SOKAĞI,2019,996.71
111,(HACIHÜSREV) İSTİKLAL MAH.,MUHSİN ÇIKMAZI,2019,996.71
112,(HACIHÜSREV) İSTİKLAL MAH.,ÖKSÜZ SOKAĞI,2019,996.71
113,(HACIHÜSREV) İSTİKLAL MAH.,PAŞA SOKAĞI,2019,996.71
114,(HACIHÜSREV) İSTİKLAL MAH.,PAŞALI HASAN SOKAĞI,2019,996.71
115,(HACIHÜSREV) İSTİKLAL MAH.,PİYALEPAŞA BULVARI,2019,5831.52
116,(HACIHÜSREV) İSTİKLAL MAH.,POLAT ARALIĞI,2019,4702.8
117,(HACIHÜSREV) İSTİKLAL MAH.,POLAT SOKAĞI,2019,5831.52
118,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF CAMİİ SOKAĞI,2019,996.71
119,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF ÇEŞMESİ SOKAĞI,2019,996.71
120,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF KUYUSU SOKAĞI,2019,996.71
121,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF MEZARLIĞI SOKAĞI,2019,996.71
122,(HACIHÜSREV) İSTİKLAL MAH.,SAKIZ AĞACI SOKAĞI,2019,996.71
123,(HACIHÜSREV) İSTİKLAL MAH.,SEBİLCİ SOKAĞI,2019,996.71
124,(HACIHÜSREV) İSTİKLAL MAH.,SIHHAT SOKAĞI,2019,996.71
125,(HACIHÜSREV) İSTİKLAL MAH.,ŞAHİNİM SOKAĞI,2019,996.71
126,(HACIHÜSREV) İSTİKLAL MAH.,ŞEN KANARYA SOKAĞI,2019,996.71
127,(HACIHÜSREV) İSTİKLAL MAH.,TAŞKÖPRÜ SOKAĞI,2019,5831.52
128,(HACIHÜSREV) İSTİKLAL MAH.,UYSAL SOKAĞI,2019,996.71
129,(HACIHÜSREV) İSTİKLAL MAH.,YENİ İSHAK SOKAĞI,2019,996.71
130,(HACIHÜSREV) İSTİKLAL MAH.,YİĞİDO ÇIKMAZI,2019,996.71
131,(HACIHÜSREV) İSTİKLAL MAH.,YÜREK ÇIKMAZI,2019,996.71
132,(HACIHÜSREV) İSTİKLAL MAH.,AKDENİZ SOKAĞI,2018,891.0
133,(HACIHÜSREV) İSTİKLAL MAH.,ALİ KABULİ CADDESİ,2018,1261.0
134,(HACIHÜSREV) İSTİKLAL MAH.,ARALIK ÇIKMAZI,2018,891.0
135,(HACIHÜSREV) İSTİKLAL MAH.,ARAPZADE DERGAHI SOKAĞI,2018,891.0
136,(HACIHÜSREV) İSTİKLAL MAH.,AY SOKAĞI,2018,891.0
137,(HACIHÜSREV) İSTİKLAL MAH.,BAHÇE SOKAĞI,2018,891.0
138,(HACIHÜSREV) İSTİKLAL MAH.,BAKKALİYE SOKAĞI,2018,891.0
139,(HACIHÜSREV) İSTİKLAL MAH.,BARUTHANE DERESİ SOKAĞI,2018,5213.0
140,(HACIHÜSREV) İSTİKLAL MAH.,BARUTHANE SOKAĞI,2018,891.0
141,(HACIHÜSREV) İSTİKLAL MAH.,BÜYÜK YOKUŞU,2018,891.0
142,(HACIHÜSREV) İSTİKLAL MAH.,CANAN SOKAĞI,2018,891.0
143,(HACIHÜSREV) İSTİKLAL MAH.,CENDERE SOKAĞI,2018,891.0
144,(HACIHÜSREV) İSTİKLAL MAH.,ÇAVUŞ SOKAĞI,2018,891.0
145,(HACIHÜSREV) İSTİKLAL MAH.,ÇEŞMELİ SOKAĞI,2018,891.0
146,(HACIHÜSREV) İSTİKLAL MAH.,DARBUKA SOKAĞI,2018,891.0
147,(HACIHÜSREV) İSTİKLAL MAH.,DEDE SOKAĞI,2018,891.0
148,(HACIHÜSREV) İSTİKLAL MAH.,DERE BOSTANI SOKAĞI,2018,891.0
149,(HACIHÜSREV) İSTİKLAL MAH.,DERYA BEYİ SOKAĞI,2018,891.0
150,(HACIHÜSREV) İSTİKLAL MAH.,DİKBAYIR SOKAĞI,2018,891.0
151,(HACIHÜSREV) İSTİKLAL MAH.,DOST SOKAĞI,2018,891.0
152,(HACIHÜSREV) İSTİKLAL MAH.,ERENLER ÇIKMAZI,2018,891.0
153,(HACIHÜSREV) İSTİKLAL MAH.,FESCİ YOKUŞU,2018,891.0
154,(HACIHÜSREV) İSTİKLAL MAH.,GÖRELE ÇIKMAZI,2018,891.0
155,(HACIHÜSREV) İSTİKLAL MAH.,GÜLAĞA SOKAĞI,2018,891.0
156,(HACIHÜSREV) İSTİKLAL MAH.,HACI HÜSREV CADDESİ,2018,1261.0
157,(HACIHÜSREV) İSTİKLAL MAH.,HACI HÜSREV KÖPRÜSÜ SOKAĞI,2018,891.0
158,(HACIHÜSREV) İSTİKLAL MAH.,HAFİK SOKAĞI,2018,891.0
159,(HACIHÜSREV) İSTİKLAL MAH.,HİLAL ÇIKMAZI,2018,891.0
160,(HACIHÜSREV) İSTİKLAL MAH.,HOCA SOKAĞI,2018,891.0
161,(HACIHÜSREV) İSTİKLAL MAH.,İBN-İ SİNA SOKAĞI,2018,891.0
162,(HACIHÜSREV) İSTİKLAL MAH.,İLHAM SOKAĞI,2018,891.0
163,(HACIHÜSREV) İSTİKLAL MAH.,İMAM BAHÇE SOKAĞI,2018,891.0
164,(HACIHÜSREV) İSTİKLAL MAH.,İMAM HÜSREV SOKAĞI,2018,891.0
165,(HACIHÜSREV) İSTİKLAL MAH.,İPLİKÇİ FIRIN ÇIKMAZI,2018,891.0
166,(HACIHÜSREV) İSTİKLAL MAH.,İPLİKÇİ FIRINI CADDESİ,2018,1261.0
167,(HACIHÜSREV) İSTİKLAL MAH.,KADİR EFENDİ SOKAĞI,2018,891.0
168,(HACIHÜSREV) İSTİKLAL MAH.,KAN KARDEŞİ ÇIKMAZI,2018,891.0
169,(HACIHÜSREV) İSTİKLAL MAH.,KAN KARDEŞİ SOKAĞI,2018,891.0
170,(HACIHÜSREV) İSTİKLAL MAH.,KARANFİL SOKAĞI,2018,891.0
171,(HACIHÜSREV) İSTİKLAL MAH.,KOLAN SOKAĞI,2018,891.0
172,(HACIHÜSREV) İSTİKLAL MAH.,KURTULUŞ DERESİ CADDESİ,2018,5297.0
173,(HACIHÜSREV) İSTİKLAL MAH.,MAHİR SOKAĞI,2018,891.0
174,(HACIHÜSREV) İSTİKLAL MAH.,MAHMUDİYE CAMİİ SOKAĞI,2018,891.0
175,(HACIHÜSREV) İSTİKLAL MAH.,MAHMUTAĞA SOKAĞI,2018,1261.0
176,(HACIHÜSREV) İSTİKLAL MAH.,MERTEK SOKAĞI,2018,891.0
177,(HACIHÜSREV) İSTİKLAL MAH.,MUHSİN ÇIKMAZI,2018,891.0
178,(HACIHÜSREV) İSTİKLAL MAH.,ÖKSÜZ SOKAĞI,2018,891.0
179,(HACIHÜSREV) İSTİKLAL MAH.,PAŞA SOKAĞI,2018,891.0
180,(HACIHÜSREV) İSTİKLAL MAH.,PAŞALI HASAN SOKAĞI,2018,891.0
181,(HACIHÜSREV) İSTİKLAL MAH.,PİYALEPAŞA BULVARI,2018,5213.0
182,(HACIHÜSREV) İSTİKLAL MAH.,POLAT ARALIĞI,2018,4204.0
183,(HACIHÜSREV) İSTİKLAL MAH.,POLAT SOKAĞI,2018,5213.0
184,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF CAMİİ SOKAĞI,2018,891.0
185,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF ÇEŞMESİ SOKAĞI,2018,891.0
186,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF KUYUSU SOKAĞI,2018,891.0
187,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF MEZARLIĞI SOKAĞI,2018,891.0
188,(HACIHÜSREV) İSTİKLAL MAH.,SAKIZ AĞACI SOKAĞI,2018,891.0
189,(HACIHÜSREV) İSTİKLAL MAH.,SEBİLCİ SOKAĞI,2018,891.0
190,(HACIHÜSREV) İSTİKLAL MAH.,SIHHAT SOKAĞI,2018,891.0
191,(HACIHÜSREV) İSTİKLAL MAH.,ŞAHİNİM SOKAĞI,2018,891.0
192,(HACIHÜSREV) İSTİKLAL MAH.,ŞEN KANARYA SOKAĞI,2018,891.0
193,(HACIHÜSREV) İSTİKLAL MAH.,TAŞKÖPRÜ SOKAĞI,2018,5213.0
194,(HACIHÜSREV) İSTİKLAL MAH.,UYSAL SOKAĞI,2018,891.0
195,(HACIHÜSREV) İSTİKLAL MAH.,YENİ İSHAK SOKAĞI,2018,891.0
196,(HACIHÜSREV) İSTİKLAL MAH.,YİĞİDO ÇIKMAZI,2018,891.0
197,(HACIHÜSREV) İSTİKLAL MAH.,YÜREK ÇIKMAZI,2018,891.0
198,(HACIHÜSREV) İSTİKLAL MAH.,AKDENİZ SOKAĞI,2017,594.24
199,(HACIHÜSREV) İSTİKLAL MAH.,ALİ KABULİ CADDESİ,2017,840.91
200,(HACIHÜSREV) İSTİKLAL MAH.,ARALIK ÇIKMAZI,2017,594.24
201,(HACIHÜSREV) İSTİKLAL MAH.,ARAPZADE DERGAHI SOKAĞI,2017,594.24
202,(HACIHÜSREV) İSTİKLAL MAH.,AY SOKAĞI,2017,594.24
203,(HACIHÜSREV) İSTİKLAL MAH.,BAHÇE SOKAĞI,2017,594.24
204,(HACIHÜSREV) İSTİKLAL MAH.,BAKKALİYE SOKAĞI,2017,594.24
205,(HACIHÜSREV) İSTİKLAL MAH.,BARUTHANE DERESİ SOKAĞI,2017,3475.77
206,(HACIHÜSREV) İSTİKLAL MAH.,BARUTHANE SOKAĞI,2017,594.24
207,(HACIHÜSREV) İSTİKLAL MAH.,BÜYÜK YOKUŞU,2017,594.24
208,(HACIHÜSREV) İSTİKLAL MAH.,CANAN SOKAĞI,2017,594.24
209,(HACIHÜSREV) İSTİKLAL MAH.,CENDERE SOKAĞI,2017,594.24
210,(HACIHÜSREV) İSTİKLAL MAH.,ÇAVUŞ SOKAĞI,2017,594.24
211,(HACIHÜSREV) İSTİKLAL MAH.,ÇEŞMELİ SOKAĞI,2017,594.24
212,(HACIHÜSREV) İSTİKLAL MAH.,DARBUKA SOKAĞI,2017,594.24
213,(HACIHÜSREV) İSTİKLAL MAH.,DEDE SOKAĞI,2017,594.24
214,(HACIHÜSREV) İSTİKLAL MAH.,DERE BOSTANI SOKAĞI,2017,594.24
215,(HACIHÜSREV) İSTİKLAL MAH.,DERYA BEYİ SOKAĞI,2017,594.24
216,(HACIHÜSREV) İSTİKLAL MAH.,DİKBAYIR SOKAĞI,2017,594.24
217,(HACIHÜSREV) İSTİKLAL MAH.,DOST SOKAĞI,2017,594.24
218,(HACIHÜSREV) İSTİKLAL MAH.,ERENLER ÇIKMAZI,2017,594.24
219,(HACIHÜSREV) İSTİKLAL MAH.,FESCİ YOKUŞU,2017,594.24
220,(HACIHÜSREV) İSTİKLAL MAH.,GÖRELE ÇIKMAZI,2017,594.24
221,(HACIHÜSREV) İSTİKLAL MAH.,GÜLAĞA SOKAĞI,2017,594.24
222,(HACIHÜSREV) İSTİKLAL MAH.,HACI HÜSREV CADDESİ,2017,840.91
223,(HACIHÜSREV) İSTİKLAL MAH.,HACI HÜSREV KÖPRÜSÜ SOKAĞI,2017,594.24
224,(HACIHÜSREV) İSTİKLAL MAH.,HAFİK SOKAĞI,2017,594.24
225,(HACIHÜSREV) İSTİKLAL MAH.,HİLAL ÇIKMAZI,2017,594.24
226,(HACIHÜSREV) İSTİKLAL MAH.,HOCA SOKAĞI,2017,594.24
227,(HACIHÜSREV) İSTİKLAL MAH.,İBN-İ SİNA SOKAĞI,2017,594.24
228,(HACIHÜSREV) İSTİKLAL MAH.,İLHAM SOKAĞI,2017,594.24
229,(HACIHÜSREV) İSTİKLAL MAH.,İMAM BAHÇE SOKAĞI,2017,594.24
230,(HACIHÜSREV) İSTİKLAL MAH.,İMAM HÜSREV SOKAĞI,2017,594.24
231,(HACIHÜSREV) İSTİKLAL MAH.,İPLİKÇİ FIRIN ÇIKMAZI,2017,594.24
232,(HACIHÜSREV) İSTİKLAL MAH.,İPLİKÇİ FIRINI CADDESİ,2017,840.91
233,(HACIHÜSREV) İSTİKLAL MAH.,KADİR EFENDİ SOKAĞI,2017,594.24
234,(HACIHÜSREV) İSTİKLAL MAH.,KAN KARDEŞİ ÇIKMAZI,2017,594.24
235,(HACIHÜSREV) İSTİKLAL MAH.,KAN KARDEŞİ SOKAĞI,2017,594.24
236,(HACIHÜSREV) İSTİKLAL MAH.,KARANFİL SOKAĞI,2017,594.24
237,(HACIHÜSREV) İSTİKLAL MAH.,KOLAN SOKAĞI,2017,594.24
238,(HACIHÜSREV) İSTİKLAL MAH.,KURTULUŞ DERESİ CADDESİ,2017,3531.83
239,(HACIHÜSREV) İSTİKLAL MAH.,MAHİR SOKAĞI,2017,594.24
240,(HACIHÜSREV) İSTİKLAL MAH.,MAHMUDİYE CAMİİ SOKAĞI,2017,594.24
241,(HACIHÜSREV) İSTİKLAL MAH.,MAHMUTAĞA SOKAĞI,2017,840.91
242,(HACIHÜSREV) İSTİKLAL MAH.,MERTEK SOKAĞI,2017,594.24
243,(HACIHÜSREV) İSTİKLAL MAH.,MUHSİN ÇIKMAZI,2017,594.24
244,(HACIHÜSREV) İSTİKLAL MAH.,ÖKSÜZ SOKAĞI,2017,594.24
245,(HACIHÜSREV) İSTİKLAL MAH.,PAŞA SOKAĞI,2017,594.24
246,(HACIHÜSREV) İSTİKLAL MAH.,PAŞALI HASAN SOKAĞI,2017,594.24
247,(HACIHÜSREV) İSTİKLAL MAH.,PİYALEPAŞA BULVARI,2017,3475.77
248,(HACIHÜSREV) İSTİKLAL MAH.,POLAT ARALIĞI,2017,2803.04
249,(HACIHÜSREV) İSTİKLAL MAH.,POLAT SOKAĞI,2017,3475.77
250,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF CAMİİ SOKAĞI,2017,594.24
251,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF ÇEŞMESİ SOKAĞI,2017,594.24
252,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF KUYUSU SOKAĞI,2017,594.24
253,(HACIHÜSREV) İSTİKLAL MAH.,SAHAF MEZARLIĞI SOKAĞI,2017,594.24
254,(HACIHÜSREV) İSTİKLAL MAH.,SAKIZ AĞACI SOKAĞI,2017,594.24
255,(HACIHÜSREV) İSTİKLAL MAH.,SEBİLCİ SOKAĞI,2017,594.24
256,(HACIHÜSREV) İSTİKLAL MAH.,SIHHAT SOKAĞI,2017,594.24
257,(HACIHÜSREV) İSTİKLAL MAH.,ŞAHİNİM SOKAĞI,2017,594.24
258,(HACIHÜSREV) İSTİKLAL MAH.,ŞEN KANARYA SOKAĞI,2017,594.24
259,(HACIHÜSREV) İSTİKLAL MAH.,TAŞKÖPRÜ SOKAĞI,2017,3475.77
260,(HACIHÜSREV) İSTİKLAL MAH.,UYSAL SOKAĞI,2017,594.24
261,(HACIHÜSREV) İSTİKLAL MAH.,YENİ İSHAK SOKAĞI,2017,594.24
262,(HACIHÜSREV) İSTİKLAL MAH.,YİĞİDO ÇIKMAZI,2017,594.24
263,(HACIHÜSREV) İSTİKLAL MAH.,YÜREK ÇIKMAZI,2017,594.24
264,(HACIHÜSREV) İSTİKLAL MAH.,AKDENİZ SOKAĞI,2016,572.32
265,(HACIHÜSREV) İSTİKLAL MAH.,ALİ KABULİ CADDESİ,2016,809.89
266,(HACIHÜSREV) İSTİKLAL MAH.,ARALIK ÇIKMAZI,2016,572.32
267,(HACIHÜSREV) İSTİKLAL MAH.,ARAPZADE DERGAHI SOKAĞI,2016,572.32
268,(HACIHÜSREV) İSTİKLAL MAH.,AY SOKAĞI,2016,572.32
269,(HACIHÜSREV) İSTİKLAL MAH.,BAHÇE SOKAĞI,2016,572.32
270,(HACIHÜSREV) İSTİKLAL MAH.,BAKKALİYE SOKAĞI,2016,572.32
271,(HACIHÜSREV) İSTİKLAL MAH.,BARUTHANE DERESİ SOKAĞI,2016,3347.56
272,(HACIHÜSREV) İSTİKLAL MAH.,BARUTHANE SOKAĞI,2016,572.32
273,(HACIHÜSREV) İSTİKLAL MAH.,BÜYÜK YOKUŞU,2016,572.32
274,(HACIHÜSREV) İSTİKLAL MAH.,CANAN SOKAĞI,2016,572.32
275,(HACIHÜSREV) İSTİKLAL MAH.,CENDERE SOKAĞI,2016,572.32
276,(HACIHÜSREV) İSTİKLAL MAH.,ÇAVUŞ SOKAĞI,2016,572.32
277,(HACIHÜSREV) İSTİKLAL MAH.,ÇEŞMELİ SOKAĞI,2016,572.32
278,(HACIHÜSREV) İSTİKLAL MAH.,DARBUKA SOKAĞI,2016,572.32
279,(HACIHÜSREV) İSTİKLAL MAH.,DEDE SOKAĞI,2016,572.32
280,(HACIHÜSREV) İSTİKLAL MAH.,DERE BOSTANI SOKAĞI,2016,572.32
