,mahalle,sokak,yil,rayic
12926,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2018,9418.0
12927,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2018,1261.0
12928,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2018,1261.0
12929,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2017,840.91
12930,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2017,840.91
12931,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2017,840.91
12932,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2017,594.24
12933,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2017,1401.52
12934,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2017,840.91
12935,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2017,594.24
12936,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2017,1793.95
12937,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2017,1177.27
12938,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2017,840.91
12939,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2017,2803.04
12940,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2017,840.91
12941,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2017,2242.43
12942,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2017,840.91
12943,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2017,840.91
12944,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2017,1401.52
12945,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2017,840.91
12946,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2017,3531.83
12947,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2017,840.91
12948,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2017,2803.04
12949,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2017,840.91
12950,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2017,6278.82
12951,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2017,840.91
12952,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2017,840.91
12953,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2016,809.89
12954,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2016,809.89
12955,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2016,809.89
12956,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2016,572.32
12957,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2016,1349.82
12958,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2016,809.89
12959,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2016,572.32
12960,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2016,1727.77
12961,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2016,1133.85
12962,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2016,809.89
12963,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2016,2699.65
12964,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2016,809.89
12965,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2016,2159.72
12966,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2016,809.89
12967,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2016,809.89
12968,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2016,1349.82
12969,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2016,809.89
12970,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2016,3401.56
12971,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2016,809.89
12972,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2016,2699.65
12973,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2016,809.89
12974,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2016,6047.21
12975,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2016,809.89
12976,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2016,809.89
12977,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2015,787.91
12978,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2015,787.91
12979,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2015,787.91
12980,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2015,556.79
12981,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2015,1313.18
12982,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2015,787.91
12983,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2015,556.79
12984,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2015,1680.88
12985,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2015,1103.07
12986,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2015,787.91
12987,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2015,2626.37
12988,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2015,787.91
12989,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2015,2101.1
12990,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2015,787.91
12991,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2015,787.91
12992,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2015,1313.18
12993,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2015,787.91
12994,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2015,3309.23
12995,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2015,787.91
12996,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2015,2626.37
12997,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2015,787.91
12998,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2015,5883.08
12999,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2015,787.91
13000,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2015,787.91
13001,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2014,750.0
13002,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2014,750.0
13003,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2014,750.0
13004,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2014,530.0
13005,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2014,1250.0
13006,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2014,750.0
13007,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2014,530.0
13008,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2014,1600.0
13009,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2014,1050.0
13010,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2014,750.0
13011,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2014,2500.0
13012,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2014,750.0
13013,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2014,2000.0
13014,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2014,750.0
13015,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2014,750.0
13016,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2014,1250.0
13017,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2014,750.0
13018,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2014,3150.0
13019,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2014,750.0
13020,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2014,2500.0
13021,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2014,750.0
13022,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2014,5600.0
13023,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2014,750.0
13024,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2014,750.0
13025,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2013,740.62
13026,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2013,740.62
13027,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2013,740.62
13028,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2013,524.61
13029,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2013,1234.37
13030,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2013,740.62
13031,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2013,524.61
13032,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2013,1573.82
13033,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2013,1049.21
13034,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2013,740.62
13035,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2013,2468.73
13036,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2013,740.62
13037,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2013,1974.99
13038,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2013,740.62
13039,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2013,740.62
13040,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2013,1234.37
13041,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2013,740.62
13042,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2013,3147.64
13043,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2013,740.62
13044,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2013,2468.73
13045,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2013,740.62
13046,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2013,5554.64
13047,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2013,740.62
13048,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2013,740.62
13049,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2012,687.04
13050,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2012,687.04
13051,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2012,687.04
13052,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2012,486.66
13053,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2012,1145.06
13054,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2012,687.04
13055,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2012,486.66
13056,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2012,1459.95
13057,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2012,973.3
13058,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2012,687.04
13059,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2012,2290.11
13060,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2012,687.04
13061,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2012,1832.09
13062,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2012,687.04
13063,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2012,687.04
13064,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2012,1145.06
13065,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2012,687.04
13066,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2012,2919.89
13067,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2012,687.04
13068,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2012,2290.11
13069,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2012,687.04
13070,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2012,5152.73
13071,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2012,687.04
13072,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2012,687.04
13073,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2011,623.1
13074,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2011,623.1
13075,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2011,623.1
13076,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2011,441.37
13077,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2011,1038.5
13078,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2011,623.1
13079,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2011,441.37
13080,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2011,1324.09
13081,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2011,882.73
13082,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2011,623.1
13083,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2011,2077.0
13084,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2011,623.1
13085,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2011,1661.6
13086,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2011,623.1
13087,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2011,623.1
13088,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2011,1038.5
13089,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2011,623.1
13090,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2011,2648.18
13091,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2011,623.1
13092,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2011,2077.0
13093,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2011,623.1
13094,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2011,4673.25
13095,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2011,623.1
13096,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2011,623.1
13097,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2010,600.0
13098,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2010,600.0
13099,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2010,600.0
13100,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2010,425.0
13101,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2010,1000.0
13102,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2010,600.0
13103,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2010,425.0
13104,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2010,1275.0
13105,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2010,850.0
13106,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2010,600.0
13107,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2010,2000.0
13108,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2010,600.0
13109,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2010,1600.0
13110,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2010,600.0
13111,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2010,600.0
13112,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2010,1000.0
13113,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2010,600.0
13114,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2010,2550.0
13115,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2010,600.0
13116,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2010,2000.0
13117,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2010,600.0
13118,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2010,4500.0
13119,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2010,600.0
13120,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2010,600.0
13121,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2009,79.86
13122,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2009,79.86
13123,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2009,79.86
13124,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2009,57.04
13125,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2009,159.73
13126,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2009,79.86
13127,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2009,51.34
13128,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2009,159.73
13129,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2009,136.91
13130,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2009,79.86
13131,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2009,239.6
13132,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2009,79.86
13133,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2009,399.34
13134,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2009,79.86
13135,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2009,79.86
13136,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2009,159.73
13137,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2009,79.86
13138,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2009,285.24
13139,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2009,79.86
13140,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2009,159.73
13141,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2009,79.86
13142,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2009,1209.44
13143,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2009,79.86
13144,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2009,79.86
13145,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2008,75.34
13146,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2008,75.34
13147,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2008,75.34
13148,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2008,53.82
13149,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2008,150.69
13150,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2008,75.34
13151,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2008,48.44
13152,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2008,150.69
13153,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2008,129.16
13154,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2008,75.34
13155,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2008,226.04
13156,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2008,75.34
13157,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2008,376.74
13158,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2008,75.34
13159,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2008,75.34
13160,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2008,150.69
13161,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2008,75.34
13162,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2008,269.1
13163,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2008,75.34
13164,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2008,150.69
13165,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2008,75.34
13166,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2008,1140.98
13167,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2008,75.34
13168,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2008,75.34
13169,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2007,72.73
13170,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2007,72.73
13171,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2007,72.73
13172,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2007,51.95
13173,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2007,145.46
13174,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2007,72.73
13175,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2007,46.76
13176,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2007,145.46
13177,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2007,124.68
13178,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2007,72.73
13179,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2007,218.19
13180,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2007,72.73
13181,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2007,363.65
13182,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2007,72.73
13183,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2007,72.73
13184,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2007,145.46
13185,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2007,72.73
13186,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2007,259.75
13187,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2007,72.73
13188,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2007,145.46
13189,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2007,72.73
13190,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2007,1101.34
13191,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2007,72.73
13192,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2007,72.73
13193,KALYONCU KULLUĞU MAH.,AKKİRAZ SOKAĞI,2006,70.0
13194,KALYONCU KULLUĞU MAH.,ATAMAN SOKAĞI,2006,70.0
13195,KALYONCU KULLUĞU MAH.,BEYAZ YASEMİN SOKAĞI,2006,70.0
13196,KALYONCU KULLUĞU MAH.,BİLGİN SOKAĞI,2006,50.0
13197,KALYONCU KULLUĞU MAH.,CAMCI MUSA SOKAĞI,2006,140.0
13198,KALYONCU KULLUĞU MAH.,CEYLANIM SOKAĞI,2006,70.0
13199,KALYONCU KULLUĞU MAH.,DÜĞÜN SOKAĞI,2006,45.0
13200,KALYONCU KULLUĞU MAH.,EMİN CAMİİ SOKAĞI,2006,140.0
13201,KALYONCU KULLUĞU MAH.,GÜMÜŞ KÜPE SOKAĞI,2006,120.0
13202,KALYONCU KULLUĞU MAH.,HARMAN SOKAĞI,2006,70.0
13203,KALYONCU KULLUĞU MAH.,İNCE KAŞ SOKAĞI,2006,210.0
13204,KALYONCU KULLUĞU MAH.,KAHYA BEY SOKAĞI,2006,70.0
13205,KALYONCU KULLUĞU MAH.,KALYONCU KULLUĞU CADDESİ,2006,350.0
13206,KALYONCU KULLUĞU MAH.,KİRMAN SOKAĞI,2006,70.0
13207,KALYONCU KULLUĞU MAH.,KÖMÜRCÜ ZEYNEL SOKAĞI,2006,70.0
13208,KALYONCU KULLUĞU MAH.,KURDELA SOKAĞI,2006,140.0
13209,KALYONCU KULLUĞU MAH.,NİLGÜN SOKAĞI,2006,70.0
13210,KALYONCU KULLUĞU MAH.,ÖMER HAYYAM CADDESİ,2006,250.0
13211,KALYONCU KULLUĞU MAH.,SAMANCI ALİ SOKAĞI,2006,70.0
13212,KALYONCU KULLUĞU MAH.,SAMANCI FERHAT CADDESİ,2006,140.0
13213,KALYONCU KULLUĞU MAH.,SİMİTÇİ SOKAĞI,2006,70.0
13214,KALYONCU KULLUĞU MAH.,TARLABAŞI BULVARI,2006,1060.0
13215,KALYONCU KULLUĞU MAH.,TEKİR SOKAĞI,2006,70.0
13216,KALYONCU KULLUĞU MAH.,TURUNÇ SOKAĞI,2006,70.0
13217,KAMER HATUN MAH.,AĞAÇ ÇİLEĞİ SOKAĞI,2020,4395.9
13218,KAMER HATUN MAH.,AL HATUN SOKAĞI,2020,3977.6
13219,KAMER HATUN MAH.,AYNALI ÇEŞME CADDESİ,2020,5442.9
13220,KAMER HATUN MAH.,BALIK SOKAĞI,2020,5442.9
13221,KAMER HATUN MAH.,CAMCI MUSA SOKAĞI,2020,3348.9
13222,KAMER HATUN MAH.,ÇATIK KAŞ SOKAĞI,2020,3768.45
13223,KAMER HATUN MAH.,ÇEKİÇ SOKAĞI,2020,25124.24
13224,KAMER HATUN MAH.,DARACIK SOKAĞI,2020,5547.47
13225,KAMER HATUN MAH.,EMİN CAMİİ SOKAĞI,2020,3348.9
13226,KAMER HATUN MAH.,GÜMÜŞ KÜPE SOKAĞI,2020,2930.6
13227,KAMER HATUN MAH.,HAMALBAŞI CADDESİ,2020,6594.47
13228,KAMER HATUN MAH.,KALYONCU KULLUĞU CADDESİ,2020,4186.75
13229,KAMER HATUN MAH.,KAMER HATUN CADDESİ,2020,6594.47
13230,KAMER HATUN MAH.,KARAYEL SOKAĞI,2020,25124.24
13231,KAMER HATUN MAH.,KILIÇ ASLAN SOKAĞI,2020,3768.45
13232,KAMER HATUN MAH.,LÜLE SOKAĞI,2020,3768.45
13233,KAMER HATUN MAH.,MEŞRUTİYET CAD.,2020,31406.24
13234,KAMER HATUN MAH.,ÖMER HAYYAM CADDESİ,2020,6594.47
13235,KAMER HATUN MAH.,REFİK SAYDAM CADDESİ,2020,25124.24
13236,KAMER HATUN MAH.,SANTUR SOKAĞI,2020,3768.45
13237,KAMER HATUN MAH.,TARLABAŞI BULVARI,2020,11724.89
13238,KAMER HATUN MAH.,TUTKALCI SOKAĞI,2020,3768.45
